query,trial,cpu_time_s
patients_by_gender,0,0.007879376000000007
patients_by_gender,1,0.002534919999999996
patients_by_gender,2,0.0022049199999999852
patients_by_gender,3,0.0022555039999999915
patients_by_gender,4,0.002269367999999994
patients_by_gender,5,0.002138968000000005
patients_by_gender,6,0.001782672000000013
patients_by_gender,7,0.001839296000000018
patients_by_gender,8,0.0014561999999999908
patients_by_gender,9,0.0018422159999999799
patients_by_gender,10,0.0023783039999999978
patients_by_gender,11,0.0018821680000000035
patients_by_gender,12,0.0019416160000000071
patients_by_gender,13,0.002003095999999982
patients_by_gender,14,0.0020211759999999857
patients_by_gender,15,0.0022188239999999804
patients_by_gender,16,0.0021515040000000263
patients_by_gender,17,0.0018288559999999898
patients_by_gender,18,0.0021096800000000027
patients_by_gender,19,0.0018467040000000046
patients_by_gender,20,0.00186175999999999
patients_by_gender,21,0.0018563679999999971
patients_by_gender,22,0.0019152480000000083
patients_by_gender,23,0.0017083840000000072
patients_by_gender,24,0.0026722880000000226
patients_by_gender,25,0.0020902880000000235
patients_by_gender,26,0.002444336000000019
patients_by_gender,27,0.0024873759999999856
patients_by_gender,28,0.002398655999999999
patients_by_gender,29,0.0022760000000000002
patients_by_gender,30,0.0021104960000000172
patients_by_gender,31,0.002526415999999976
patients_by_gender,32,0.0024595359999999844
patients_by_gender,33,0.002624448000000029
patients_by_gender,34,0.0019366240000000257
patients_by_gender,35,0.001859360000000032
patients_by_gender,36,0.0016721919999999613
patients_by_gender,37,0.0016587040000000108
patients_by_gender,38,0.0013955360000000305
patients_by_gender,39,0.0017227199999999832
patients_by_gender,40,0.002124128000000003
patients_by_gender,41,0.0019107999999999903
patients_by_gender,42,0.001611791999999973
patients_by_gender,43,0.0020304319999999987
patients_by_gender,44,0.0019279840000000215
patients_by_gender,45,0.0019477600000000206
patients_by_gender,46,0.00167145599999996
patients_by_gender,47,0.0018649600000000266
patients_by_gender,48,0.0014708959999999993
patients_by_gender,49,0.001707552000000001
patients_by_gender,50,0.0018759200000000031
patients_by_gender,51,0.0021671999999999803
patients_by_gender,52,0.0016478559999999753
patients_by_gender,53,0.0016228319999999907
patients_by_gender,54,0.0016132479999999838
patients_by_gender,55,0.0016179200000000227
patients_by_gender,56,0.0017202560000000033
patients_by_gender,57,0.0016925439999999903
patients_by_gender,58,0.0017479520000000248
patients_by_gender,59,0.0015419519999999853
patients_by_gender,60,0.001985920000000002
patients_by_gender,61,0.001741920000000008
patients_by_gender,62,0.0018534239999999924
patients_by_gender,63,0.001874127999999975
patients_by_gender,64,0.002394912000000027
patients_by_gender,65,0.001533119999999999
patients_by_gender,66,0.001432048000000019
patients_by_gender,67,0.0017454239999999954
patients_by_gender,68,0.0017359999999999876
patients_by_gender,69,0.0022768320000000064
patients_by_gender,70,0.002177296000000023
patients_by_gender,71,0.0015908639999999974
patients_by_gender,72,0.0016672799999999932
patients_by_gender,73,0.0020115840000000107
patients_by_gender,74,0.0012016319999999803
patients_by_gender,75,0.0013192799999999782
patients_by_gender,76,0.001519087999999974
patients_by_gender,77,0.0023187199999999963
patients_by_gender,78,0.0019435359999999957
patients_by_gender,79,0.0024037600000000048
patients_by_gender,80,0.0023407040000000268
patients_by_gender,81,0.0025959520000000125
patients_by_gender,82,0.0025695040000000002
patients_by_gender,83,0.0022580800000000234
patients_by_gender,84,0.0023708319999999894
patients_by_gender,85,0.0022355039999999993
patients_by_gender,86,0.002035583999999979
patients_by_gender,87,0.0018616800000000044
patients_by_gender,88,0.0023987680000000233
patients_by_gender,89,0.0019851680000000094
patients_by_gender,90,0.002179584000000012
patients_by_gender,91,0.0014512479999999883
patients_by_gender,92,0.0020705119999999966
patients_by_gender,93,0.0020509919999999737
patients_by_gender,94,0.0024477440000000017
patients_by_gender,95,0.0022260799999999914
patients_by_gender,96,0.0026586239999999983
patients_by_gender,97,0.002546144000000028
patients_by_gender,98,0.0024890880000000004
patients_by_gender,99,0.002029199999999981
surgeries_by_type,0,0.0028564480000000114
surgeries_by_type,1,0.00210603199999998
surgeries_by_type,2,0.0022812960000000437
surgeries_by_type,3,0.0025895039999999647
surgeries_by_type,4,0.0019697440000000233
surgeries_by_type,5,0.0021337919999999955
surgeries_by_type,6,0.002505424000000006
surgeries_by_type,7,0.002006864000000025
surgeries_by_type,8,0.0024558239999999676
surgeries_by_type,9,0.0024521119999999508
surgeries_by_type,10,0.0022648639999999776
surgeries_by_type,11,0.0024783519999999615
surgeries_by_type,12,0.0021556479999999545
surgeries_by_type,13,0.002626415999999937
surgeries_by_type,14,0.002459775999999997
surgeries_by_type,15,0.0019426400000000232
surgeries_by_type,16,0.002440095999999975
surgeries_by_type,17,0.002075855999999987
surgeries_by_type,18,0.0020937440000000085
surgeries_by_type,19,0.0023080320000000154
surgeries_by_type,20,0.0021990880000000435
surgeries_by_type,21,0.002782895999999979
surgeries_by_type,22,0.002118623999999958
surgeries_by_type,23,0.0017883360000000292
surgeries_by_type,24,0.002234511999999994
surgeries_by_type,25,0.002209727999999994
surgeries_by_type,26,0.0024120639999999915
surgeries_by_type,27,0.002126336000000062
surgeries_by_type,28,0.001976272000000001
surgeries_by_type,29,0.0022159840000000597
surgeries_by_type,30,0.001847024000000086
surgeries_by_type,31,0.0020052640000000066
surgeries_by_type,32,0.0016486880000000648
surgeries_by_type,33,0.001728416000000066
surgeries_by_type,34,0.0019436960000000503
surgeries_by_type,35,0.002203952000000009
surgeries_by_type,36,0.0020131999999999373
surgeries_by_type,37,0.001913743999999995
surgeries_by_type,38,0.0018833280000000174
surgeries_by_type,39,0.0019529759999999952
surgeries_by_type,40,0.0026756639999999665
surgeries_by_type,41,0.0020807840000000577
surgeries_by_type,42,0.001934448000000033
surgeries_by_type,43,0.0019810080000000063
surgeries_by_type,44,0.0016336800000000262
surgeries_by_type,45,0.0018377119999999914
surgeries_by_type,46,0.0015041279999999935
surgeries_by_type,47,0.002133808000000015
surgeries_by_type,48,0.001836944000000007
surgeries_by_type,49,0.001819552000000002
surgeries_by_type,50,0.002047344000000062
surgeries_by_type,51,0.002129679999999967
surgeries_by_type,52,0.002319247999999996
surgeries_by_type,53,0.0025510719999999876
surgeries_by_type,54,0.0021099519999999705
surgeries_by_type,55,0.002032352000000015
surgeries_by_type,56,0.0020371839999999697
surgeries_by_type,57,0.0021530559999999865
surgeries_by_type,58,0.002127135999999974
surgeries_by_type,59,0.001951936000000043
surgeries_by_type,60,0.0023367679999999336
surgeries_by_type,61,0.0017545279999999774
surgeries_by_type,62,0.001787231999999972
surgeries_by_type,63,0.0016449600000000286
surgeries_by_type,64,0.0016050560000000491
surgeries_by_type,65,0.0022450559999999675
surgeries_by_type,66,0.001983935999999964
surgeries_by_type,67,0.00153424000000002
surgeries_by_type,68,0.002116640000000003
surgeries_by_type,69,0.0017214080000000354
surgeries_by_type,70,0.0019035199999999364
surgeries_by_type,71,0.001826847999999992
surgeries_by_type,72,0.0024874880000000377
surgeries_by_type,73,0.0023027199999999803
surgeries_by_type,74,0.002141568000000038
surgeries_by_type,75,0.0018694079999999613
surgeries_by_type,76,0.001693823999999955
surgeries_by_type,77,0.0022669760000000316
surgeries_by_type,78,0.002096479999999956
surgeries_by_type,79,0.0018581759999999892
surgeries_by_type,80,0.0017751360000000105
surgeries_by_type,81,0.001923039999999987
surgeries_by_type,82,0.0021407999999999427
surgeries_by_type,83,0.0016792960000000523
surgeries_by_type,84,0.0018717760000000472
surgeries_by_type,85,0.0018851519999999455
surgeries_by_type,86,0.0017938239999999994
surgeries_by_type,87,0.00212796799999998
surgeries_by_type,88,0.0021535360000000114
surgeries_by_type,89,0.0020880960000000393
surgeries_by_type,90,0.0016087999999999658
surgeries_by_type,91,0.0022592960000000217
surgeries_by_type,92,0.0015544000000000113
surgeries_by_type,93,0.002275520000000031
surgeries_by_type,94,0.0018574720000000267
surgeries_by_type,95,0.002009472000000012
surgeries_by_type,96,0.0015609600000000001
surgeries_by_type,97,0.001693248000000036
surgeries_by_type,98,0.0019747199999999854
surgeries_by_type,99,0.002001568000000009
